Speaker,Sex,Consonant,laryngeal_contrast,POA,Vowel,Ceiling,F2_5,F2_50
SF5,female,g,voiced,velar,u,5830,1310.8,1943.9
SM4,male,g,voiced,velar,a,4570,1306.7,1296.5
SM2,male,g,voiced,velar,a,4500,1304.4,1168.1
SM1,male,g,voiced,velar,a,4460,1304.2,1176.2
SF2,female,g,voiced,velar,u,5520,1283.4,1821.2
SM2,male,g,voiced,velar,a,4500,1280.8,1152.9
SF1,female,g,voiced,velar,u,5350,1261.7,1775.9
SM5,male,g,voiced,velar,a,4740,1257.3,994.3
SM5,male,g,voiced,velar,a,4740,1245.9,1271.4
SF3,female,g,voiced,velar,u,5130,1244.6,1476.8
SM4,male,g,voiced,velar,a,4570,1235.9,1025.6
SM5,male,g,voiced,velar,a,4740,1234.7,1026.2
SF3,female,g,voiced,velar,u,5130,1230.9,1512.2
SM2,male,g,voiced,velar,a,4500,1229.4,1255.7
SM4,male,g,voiced,velar,a,4570,1224.3,869.2
SF4,female,g,voiced,velar,u,4500,1221.5,1527.3
SM3,male,g,voiced,velar,u,4000,1218,1254.4
SF2,female,g,voiced,velar,u,5520,1208.6,1268.8
SM3,male,g,voiced,velar,u,4000,1202.5,1294.4
SF5,female,g,voiced,velar,u,5830,1198.9,1134.3
SM3,male,g,voiced,velar,u,4000,1193.3,1417.7
SF5,female,g,voiced,velar,u,5830,1192.8,1118.3
SM4,male,g,voiced,velar,a,4570,1187.1,968.1
SF3,female,g,voiced,velar,a,5370,1184.2,1764.7
SF5,female,g,voiced,velar,u,5830,1183.2,1190.7
SF3,female,g,voiced,velar,u,5130,1180,1792.2
SM3,male,g,voiced,velar,u,4000,1177.9,1110.6
SF1,female,g,voiced,velar,u,5350,1163.9,1575.4
SF3,female,g,voiced,velar,u,5130,1161.2,1509
SM3,male,g,voiced,velar,u,4000,1148.5,1307.2
SM1,male,g,voiced,velar,u,4000,1146.8,890
SM1,male,g,voiced,velar,u,4000,1140.3,857.5
SM4,male,g,voiced,velar,a,4570,1137.2,1401.3
SM3,male,g,voiced,velar,u,4000,1136.2,1258.9
SF1,female,g,voiced,velar,u,5350,1134.9,1114.8
SM4,male,g,voiced,velar,u,4000,1132.7,969.3
SM2,male,g,voiced,velar,u,4010,1132.4,1345.4
SM4,male,g,voiced,velar,u,4000,1126.7,932.4
SF1,female,g,voiced,velar,u,5350,1121.6,1664.7
SF2,female,g,voiced,velar,u,5520,1112.8,1454.7
SF2,female,g,voiced,velar,u,5520,1103.6,1310
SM4,male,g,voiced,velar,u,4000,1094.6,1322.3
SF2,female,g,voiced,velar,u,5520,1072.6,1274.9
SF4,female,g,voiced,velar,u,4500,1070,1742.3
SM1,male,g,voiced,velar,u,4000,1059.1,1160.1
SM2,male,g,voiced,velar,u,4010,1052.3,1281.2
SM2,male,g,voiced,velar,u,4010,1029.5,1241.9
SM2,male,g,voiced,velar,u,4010,1027.1,1133.3
SF1,female,g,voiced,velar,u,5350,1026,1150.3
SF4,female,g,voiced,velar,u,4500,1016.6,1543.1
SM5,male,g,voiced,velar,u,4010,1014.9,925.5
SM4,male,g,voiced,velar,u,4000,1000.6,1281.6
SM5,male,g,voiced,velar,u,4010,994.1,1161.8
SM4,male,g,voiced,velar,u,4000,992.5,1083.7
SF2,female,g,voiced,velar,u,5520,991.1,1087.9
SM2,male,g,voiced,velar,u,4010,976.9,1140.7
SF3,female,g,voiced,velar,a,5370,974.8,1789.1
SF4,female,g,voiced,velar,u,4500,965.6,1505.9
SM2,male,g,voiced,velar,a,4500,965.5,1146.5
SM4,male,g,voiced,velar,u,4000,962.2,1113.4
SM1,male,g,voiced,velar,u,4000,947.5,1237
SM5,male,g,voiced,velar,u,4010,929.5,1064.9
SM1,male,g,voiced,velar,u,4000,929.2,1153.3
SM5,male,g,voiced,velar,u,4010,926.5,822.3
SM5,male,g,voiced,velar,u,4010,862.6,908.6
SM5,male,g,voiced,velar,u,4010,816,1045.3
SM1,male,g,voiced,velar,u,4000,801.3,1069.7
SM3,male,g,voiced,velar,i,4010,662.4,1166.3
SF3,female,d,voiced,alveolar,i,4760,2933.9,2471.5
SF1,female,d,voiced,alveolar,i,5510,2914.5,1826.5
SF4,female,d,voiced,alveolar,i,6500,2890.1,1610.6
SF5,female,d,voiced,alveolar,i,5510,2870,1431.5
SF5,female,d,voiced,alveolar,i,5510,2863.3,2198.5
SF5,female,d,voiced,alveolar,i,5510,2832,2256.4
SF1,female,d,voiced,alveolar,i,5510,2827.1,1506.9
SF3,female,d,voiced,alveolar,i,4760,2785.2,2549.7
SF5,female,d,voiced,alveolar,i,5510,2780.1,1809.4
SF5,female,d,voiced,alveolar,i,5510,2748.4,2129.1
SF1,female,d,voiced,alveolar,i,5510,2742.9,1596.3
SF4,female,d,voiced,alveolar,i,6500,2737,2435.1
SF3,female,d,voiced,alveolar,i,4760,2728.8,2139.2
SF4,female,d,voiced,alveolar,i,6500,2716.5,1645.8
SF3,female,d,voiced,alveolar,i,4760,2706,2343.2
SF5,female,d,voiced,alveolar,i,5510,2704.5,1642.1
SF3,female,d,voiced,alveolar,i,4760,2702.1,2269
SF3,female,d,voiced,alveolar,i,4760,2655.2,2161.1
SF4,female,d,voiced,alveolar,i,6500,2635.5,1602.2
SF1,female,d,voiced,alveolar,i,5510,2631,1640.8
SF2,female,d,voiced,alveolar,i,6500,2621.6,2687.7
SF4,female,d,voiced,alveolar,i,6500,2620,1547.4
SF1,female,d,voiced,alveolar,i,5510,2614.6,1394.3
SF4,female,d,voiced,alveolar,i,6500,2612.9,1598.3
SF2,female,d,voiced,alveolar,i,6500,2611.2,1969.1
SF2,female,d,voiced,alveolar,i,6500,2572.3,1493.7
SF2,female,d,voiced,alveolar,i,6500,2536.2,1897.4
SF2,female,d,voiced,alveolar,i,6500,2490.5,2075.6
SF1,female,d,voiced,alveolar,i,5510,2485.6,1582.2
SF2,female,d,voiced,alveolar,i,6500,2346.5,1248.8
SM4,male,d,voiced,alveolar,i,4970,2297.1,1623.1
SM4,male,d,voiced,alveolar,i,4970,2257.2,1383.9
SM4,male,d,voiced,alveolar,i,4970,2231.3,1303.2
SM2,male,d,voiced,alveolar,i,5970,2225.7,1451.1
SM2,male,d,voiced,alveolar,i,5970,2220.7,1593.8
SM4,male,d,voiced,alveolar,i,4970,2186.6,1285.9
SM2,male,d,voiced,alveolar,i,5970,2172.4,1305.1
SM4,male,d,voiced,alveolar,i,4970,2157.4,1155
SM5,male,d,voiced,alveolar,i,5620,2156.7,2294.1
SM2,male,d,voiced,alveolar,i,5970,2155.3,1531.1
SM1,male,d,voiced,alveolar,i,5960,2153.9,2113.3
SM5,male,d,voiced,alveolar,i,5620,2152.7,1343.1
SM1,male,d,voiced,alveolar,i,5960,2148.1,2288.9
SM2,male,d,voiced,alveolar,i,5970,2146.3,1484.4
SM4,male,d,voiced,alveolar,i,4970,2140.4,1214.7
SM5,male,d,voiced,alveolar,i,5620,2139.5,2062.5
SM2,male,d,voiced,alveolar,i,5970,2132.1,1187
SM1,male,d,voiced,alveolar,i,5960,2113.8,2234.1
SM1,male,d,voiced,alveolar,i,5960,2098.7,2194.1
SM1,male,d,voiced,alveolar,i,5960,2049.8,2048.2
SM1,male,d,voiced,alveolar,i,5960,2044.1,1228
SM5,male,d,voiced,alveolar,i,5620,2042,1911
SM5,male,d,voiced,alveolar,i,5620,2019.4,1869.1
SF3,female,d,voiced,alveolar,u,5130,2016.6,1430.2
SM5,male,d,voiced,alveolar,i,5620,2013.9,1909.2
SF3,female,d,voiced,alveolar,a,5370,1967,1480.9
SF2,female,d,voiced,alveolar,a,6450,1964.4,1856.9
SF3,female,d,voiced,alveolar,a,5370,1962.3,2008.6
SF3,female,d,voiced,alveolar,u,5130,1894,2135.5
SF3,female,d,voiced,alveolar,a,5370,1872.9,1413.7
SF2,female,d,voiced,alveolar,a,6450,1852.2,1802.5
SF2,female,d,voiced,alveolar,a,6450,1843.5,1856.5
SF1,female,d,voiced,alveolar,a,5350,1833.2,1901.4
SF1,female,d,voiced,alveolar,a,5350,1801.5,1425.7
SF2,female,d,voiced,alveolar,a,6450,1800.2,1312.2
SF5,female,d,voiced,alveolar,a,6500,1787.9,1854.9
SF5,female,d,voiced,alveolar,a,6500,1777.4,1807.4
SF2,female,d,voiced,alveolar,a,6450,1776.1,1496.4
SF3,female,d,voiced,alveolar,u,5130,1770.6,1872.6
SF3,female,d,voiced,alveolar,u,5130,1762.4,1930.8
SM3,male,d,voiced,alveolar,i,4010,1757.1,1503.5
SF2,female,d,voiced,alveolar,a,6450,1756.9,1400.9
SF5,female,d,voiced,alveolar,u,5830,1755,1664.1
SF1,female,d,voiced,alveolar,a,5350,1739.3,1837.3
SF2,female,d,voiced,alveolar,u,5520,1722.1,1804.3
SF3,female,d,voiced,alveolar,a,5370,1713.6,1456.9
SM3,male,d,voiced,alveolar,u,4000,1713.5,1559.6
SM3,male,d,voiced,alveolar,u,4000,1711,1400.2
SF1,female,d,voiced,alveolar,a,5350,1709.3,1323.9
SF5,female,d,voiced,alveolar,a,6500,1703.4,1689.8
SF2,female,d,voiced,alveolar,u,5520,1701.7,1763.6
SF5,female,d,voiced,alveolar,a,6500,1696.2,1336.5
SF1,female,d,voiced,alveolar,a,5350,1669.2,1251.9
SF5,female,d,voiced,alveolar,a,6500,1622.5,1349.4
SF5,female,d,voiced,alveolar,a,6500,1621.4,1283.4
SF4,female,d,voiced,alveolar,a,5680,1609.7,1785.7
SF1,female,d,voiced,alveolar,u,5350,1608.4,1473.9
SM3,male,d,voiced,alveolar,a,4190,1576,1451
SM3,male,d,voiced,alveolar,a,4190,1546.5,1478.2
SF2,female,d,voiced,alveolar,u,5520,1538.5,1283.3
SM3,male,d,voiced,alveolar,a,4190,1536.8,1216.6
SM3,male,d,voiced,alveolar,a,4190,1535.5,1253.1
SF2,female,d,voiced,alveolar,u,5520,1534.7,1697.1
SM3,male,d,voiced,alveolar,a,4190,1531.3,1217.8
SF4,female,d,voiced,alveolar,a,5680,1529.2,1721.6
SF3,female,d,voiced,alveolar,u,5130,1527.2,1368.8
SF4,female,d,voiced,alveolar,a,5680,1523.2,1350.6
SF3,female,d,voiced,alveolar,a,5370,1521.2,1956
SM3,male,d,voiced,alveolar,a,4190,1516.8,1170.9
SF4,female,d,voiced,alveolar,a,5680,1515.2,1282.4
SF4,female,d,voiced,alveolar,a,5680,1502.7,1795.1
SM3,male,d,voiced,alveolar,i,4010,1501.1,1494.4
SF1,female,d,voiced,alveolar,u,5350,1496.1,1217.4
SF2,female,d,voiced,alveolar,u,5520,1494.3,1087.1
SF4,female,d,voiced,alveolar,a,5680,1492.5,1293.7
SM3,male,d,voiced,alveolar,a,4190,1490.6,1490
SF1,female,d,voiced,alveolar,u,5350,1484.8,1033.4
SM3,male,d,voiced,alveolar,i,4010,1479,1429.7
SM2,male,d,voiced,alveolar,u,4010,1465.5,1474.7
SM3,male,d,voiced,alveolar,u,4000,1464.8,1112.1
SM3,male,d,voiced,alveolar,i,4010,1459.2,1321.5
SF5,female,d,voiced,alveolar,u,5830,1459,1769.4
SF1,female,d,voiced,alveolar,u,5350,1454.3,1546.3
SM2,male,d,voiced,alveolar,a,4500,1454,1191.7
SM2,male,d,voiced,alveolar,a,4500,1452.8,1102
SM2,male,d,voiced,alveolar,a,4500,1452.8,1354.2
SM2,male,d,voiced,alveolar,a,4500,1450.3,1368.6
SM5,male,d,voiced,alveolar,a,4740,1442.6,1358.5
SF5,female,d,voiced,alveolar,u,5830,1441.3,1872.8
SF1,female,d,voiced,alveolar,u,5350,1419.2,1124.1
SM5,male,d,voiced,alveolar,a,4740,1412,1116.9
SM5,male,d,voiced,alveolar,a,4740,1411.6,1022.8
SF2,female,d,voiced,alveolar,u,5520,1410.2,1196.4
SM5,male,d,voiced,alveolar,a,4740,1407.5,1352.3
SF1,female,d,voiced,alveolar,u,5350,1400.5,1425.8
SM5,male,d,voiced,alveolar,a,4740,1398.1,1109.9
SM2,male,d,voiced,alveolar,a,4500,1391.1,1127
SM2,male,d,voiced,alveolar,u,4010,1390.5,1457.9
SM5,male,d,voiced,alveolar,a,4740,1384.5,1295.9
SM1,male,d,voiced,alveolar,a,4460,1379.2,1349.6
SM3,male,d,voiced,alveolar,u,4000,1375.2,1539.2
SM5,male,d,voiced,alveolar,u,4010,1372.6,1328.6
SM1,male,d,voiced,alveolar,a,4460,1368.7,1347.6
SM5,male,d,voiced,alveolar,u,4010,1360.7,1290.1
SM2,male,d,voiced,alveolar,a,4500,1357.1,1033.7
SM1,male,d,voiced,alveolar,a,4460,1353.4,1346.6
SF3,female,d,voiced,alveolar,a,5370,1345.5,2118.7
SM2,male,d,voiced,alveolar,u,4010,1328,1448.8
SM3,male,d,voiced,alveolar,u,4000,1327.8,1051.3
SM3,male,d,voiced,alveolar,u,4000,1324.9,1095
SM4,male,d,voiced,alveolar,a,4570,1297.5,1243.9
SM3,male,d,voiced,alveolar,i,4010,1296.3,1382.5
SM4,male,d,voiced,alveolar,a,4570,1296.1,961.3
SM4,male,d,voiced,alveolar,a,4570,1293.7,1224.4
SM4,male,d,voiced,alveolar,a,4570,1292.6,1245.7
SM1,male,d,voiced,alveolar,a,4460,1289.8,929.7
SM5,male,d,voiced,alveolar,u,4010,1278.7,1236.2
SF4,female,d,voiced,alveolar,u,4500,1264.5,1149.9
SM4,male,d,voiced,alveolar,a,4570,1255.5,952
SM1,male,d,voiced,alveolar,u,4000,1255.4,1212.5
SF5,female,d,voiced,alveolar,u,5830,1249.9,1108.9
SM4,male,d,voiced,alveolar,a,4570,1224,1084.3
SF5,female,d,voiced,alveolar,u,5830,1222.3,960.9
SF4,female,d,voiced,alveolar,u,4500,1212.4,1124.4
SM3,male,d,voiced,alveolar,i,4010,1209.9,1552.9
SF4,female,d,voiced,alveolar,u,4500,1189.7,924.3
SM1,male,d,voiced,alveolar,u,4000,1165.7,1150.4
SM1,male,d,voiced,alveolar,u,4000,1155.9,1200.4
SM4,male,d,voiced,alveolar,u,4000,1150.6,1010.4
SM5,male,d,voiced,alveolar,u,4010,1144.7,873.5
SM1,male,d,voiced,alveolar,u,4000,1135.1,927.7
SM2,male,d,voiced,alveolar,u,4010,1121.4,987.2
SM5,male,d,voiced,alveolar,u,4010,1119.4,862.2
SF4,female,d,voiced,alveolar,u,4500,1106.9,1964.2
SF5,female,d,voiced,alveolar,u,5830,1088,976.1
SM1,male,d,voiced,alveolar,u,4000,1079.7,883
SM1,male,d,voiced,alveolar,u,4000,1050.2,845.1
SM2,male,d,voiced,alveolar,u,4010,1047.4,957.9
SM5,male,d,voiced,alveolar,u,4010,1034.1,811.9
SM4,male,d,voiced,alveolar,u,4000,982.2,1381.9
SF4,female,d,voiced,alveolar,u,4500,951.8,1314.2
SM4,male,d,voiced,alveolar,u,4000,945,651.8
SM4,male,d,voiced,alveolar,u,4000,902.9,797.6
SM4,male,d,voiced,alveolar,u,4000,872.3,803
SM4,male,d,voiced,alveolar,u,4000,802.4,1219.5
SF4,female,d,voiced,alveolar,u,4500,531.9,919
SF5,female,b,voiced,bilabial,i,5510,2769.1,2166.5
SF5,female,b,voiced,bilabial,i,5510,2736.9,2061
SF5,female,b,voiced,bilabial,i,5510,2731.1,1822.5
SF3,female,b,voiced,bilabial,i,4760,2730.7,2160.5
SF3,female,b,voiced,bilabial,i,4760,2722.7,2258.8
SF5,female,b,voiced,bilabial,i,5510,2721.9,1903.9
SF4,female,b,voiced,bilabial,i,6500,2708.4,1777.2
SF5,female,b,voiced,bilabial,i,5510,2704,2042.8
SF3,female,b,voiced,bilabial,i,4760,2698.9,2146.9
SF3,female,b,voiced,bilabial,i,4760,2687.4,2014.8
SF1,female,b,voiced,bilabial,i,5510,2686.8,1949.3
SF4,female,b,voiced,bilabial,i,6500,2666.8,1818.9
SF5,female,b,voiced,bilabial,i,5510,2622.1,2121.8
SF2,female,b,voiced,bilabial,i,6500,2616.8,2082.8
SF2,female,b,voiced,bilabial,i,6500,2613.8,2245.6
SF4,female,b,voiced,bilabial,i,6500,2608.8,1769.8
SF4,female,b,voiced,bilabial,i,6500,2598.8,2065.2
SF4,female,b,voiced,bilabial,i,6500,2588.1,2223.5
SF1,female,b,voiced,bilabial,i,5510,2582.9,1718.5
SF3,female,b,voiced,bilabial,i,4760,2582,2135
SF1,female,b,voiced,bilabial,i,5510,2550.2,1541
SF4,female,b,voiced,bilabial,i,6500,2541.7,1634.3
SF2,female,b,voiced,bilabial,i,6500,2482.7,1715.6
SF1,female,b,voiced,bilabial,i,5510,2472.7,1795.4
SF1,female,b,voiced,bilabial,i,5510,2460.9,1722.8
SF3,female,b,voiced,bilabial,i,4760,2435.3,1889
SF2,female,b,voiced,bilabial,i,6500,2415.1,2580.9
SF2,female,b,voiced,bilabial,i,6500,2406.5,1477.6
SF2,female,b,voiced,bilabial,i,6500,2395.6,1564.9
SF2,female,b,voiced,bilabial,i,6500,2372.4,1389.3
SF1,female,b,voiced,bilabial,i,5510,2354.3,1869.2
SM4,male,b,voiced,bilabial,i,4970,2211.9,1755.6
SM4,male,b,voiced,bilabial,i,4970,2204.6,1304.4
SM2,male,b,voiced,bilabial,i,5970,2196.4,1422.9
SM2,male,b,voiced,bilabial,i,5970,2195.7,1886.6
SM5,male,b,voiced,bilabial,i,5620,2184.9,2108.7
SM4,male,b,voiced,bilabial,i,4970,2178.7,1466
SM2,male,b,voiced,bilabial,i,5970,2170.1,1141.8
SM4,male,b,voiced,bilabial,i,4970,2155.2,1474.5
SM4,male,b,voiced,bilabial,i,4970,2130,1370
SM2,male,b,voiced,bilabial,i,5970,2119.9,1428.1
SM3,male,b,voiced,bilabial,i,4010,2113.5,1436.4
SM2,male,b,voiced,bilabial,i,5970,2106.4,1174.3
SM5,male,b,voiced,bilabial,i,5620,2090.4,2235.9
SM1,male,b,voiced,bilabial,i,5960,2073,2235.4
SM4,male,b,voiced,bilabial,i,4970,2069.4,1359.6
SM5,male,b,voiced,bilabial,i,5620,2067.3,2252.8
SM3,male,b,voiced,bilabial,i,4010,2043.4,1621.6
SM1,male,b,voiced,bilabial,i,5960,2038.8,2052.1
SM1,male,b,voiced,bilabial,i,5960,2013.5,2013.8
SM5,male,b,voiced,bilabial,i,5620,1983.5,2120.7
SM1,male,b,voiced,bilabial,i,5960,1954.2,2248.3
SM1,male,b,voiced,bilabial,i,5960,1949.4,2180.7
SM1,male,b,voiced,bilabial,i,5960,1920.6,2214.4
SM5,male,b,voiced,bilabial,i,5620,1914.5,2159.4
SM5,male,b,voiced,bilabial,i,5620,1854.9,2210.7
SM2,male,b,voiced,bilabial,i,5970,1853.5,1197.7
SM3,male,b,voiced,bilabial,i,4010,1625.8,1630.7
SF3,female,b,voiced,bilabial,a,5370,1564.7,1370.7
SF1,female,b,voiced,bilabial,a,5350,1563.9,1368
SF1,female,b,voiced,bilabial,a,5350,1540.5,1331.4
SF3,female,b,voiced,bilabial,a,5370,1538.4,1488.7
SF1,female,b,voiced,bilabial,a,5350,1529.7,1401.6
SF1,female,b,voiced,bilabial,a,5350,1528.6,1361.9
SF5,female,b,voiced,bilabial,a,6500,1522.4,1315.8
SF5,female,b,voiced,bilabial,a,6500,1512.3,1252.3
SF2,female,b,voiced,bilabial,a,6450,1506.1,1244.7
SF4,female,b,voiced,bilabial,a,5680,1496.3,1366.4
SF1,female,b,voiced,bilabial,a,5350,1495,1340.1
SF5,female,b,voiced,bilabial,a,6500,1486.7,1336.1
SF5,female,b,voiced,bilabial,a,6500,1483.7,1281.5
SF5,female,b,voiced,bilabial,a,6500,1482.3,1291.5
SF5,female,b,voiced,bilabial,a,6500,1478.7,1310.6
SF2,female,b,voiced,bilabial,a,6450,1475.2,1259.5
SF2,female,b,voiced,bilabial,a,6450,1473.9,1294.2
SF2,female,b,voiced,bilabial,a,6450,1467.5,1264
SF2,female,b,voiced,bilabial,a,6450,1454.8,1264.2
SF4,female,b,voiced,bilabial,a,5680,1453.4,1318.7
SF3,female,b,voiced,bilabial,a,5370,1448.8,1296.9
SF4,female,b,voiced,bilabial,a,5680,1448.7,1327.8
SF3,female,b,voiced,bilabial,a,5370,1444.4,1343.4
SF3,female,b,voiced,bilabial,a,5370,1441.3,1218.1
SF4,female,b,voiced,bilabial,a,5680,1439.3,1288.8
SF4,female,b,voiced,bilabial,a,5680,1437.3,1249.5
SF1,female,b,voiced,bilabial,a,5350,1433.6,1224.5
SF3,female,b,voiced,bilabial,a,5370,1426.4,1371
SM3,male,b,voiced,bilabial,i,4010,1393.7,1361.2
SF4,female,b,voiced,bilabial,a,5680,1388,1297.5
SM3,male,b,voiced,bilabial,a,4190,1363.3,1130.4
SM3,male,b,voiced,bilabial,a,4190,1357.5,1113.8
SM3,male,b,voiced,bilabial,a,4190,1338,1113.5
SM3,male,b,voiced,bilabial,a,4190,1330.4,1113.8
SF3,female,b,voiced,bilabial,u,5130,1310.9,1290
SF3,female,b,voiced,bilabial,u,5130,1297.4,1332.3
SM3,male,b,voiced,bilabial,a,4190,1293.8,1086.2
SM2,male,b,voiced,bilabial,a,4500,1283.3,1106.6
SF2,female,b,voiced,bilabial,u,5520,1281.9,1188.6
SM2,male,b,voiced,bilabial,a,4500,1275.1,1032.5
SM3,male,b,voiced,bilabial,i,4010,1266.5,1241.8
SM3,male,b,voiced,bilabial,a,4190,1266.1,1058.9
SM2,male,b,voiced,bilabial,a,4500,1264.2,1192.2
SM5,male,b,voiced,bilabial,a,4740,1248.7,1031.6
SM2,male,b,voiced,bilabial,a,4500,1244.9,1016.5
SM2,male,b,voiced,bilabial,a,4500,1240.4,1021
SM4,male,b,voiced,bilabial,a,4570,1234.4,1018.8
SM5,male,b,voiced,bilabial,a,4740,1211.6,963.3
SM4,male,b,voiced,bilabial,a,4570,1211.1,998.8
SF3,female,b,voiced,bilabial,u,5130,1210.2,1284
SM5,male,b,voiced,bilabial,a,4740,1207.7,931
SF3,female,b,voiced,bilabial,u,5130,1207.4,985.6
SM1,male,b,voiced,bilabial,a,4460,1194.8,960.7
SM4,male,b,voiced,bilabial,a,4570,1194.5,982.8
SM4,male,b,voiced,bilabial,a,4570,1189.4,965.8
SM5,male,b,voiced,bilabial,a,4740,1185,988.5
SM4,male,b,voiced,bilabial,a,4570,1180.2,972.8
SM5,male,b,voiced,bilabial,a,4740,1178.4,910.1
SF4,female,b,voiced,bilabial,u,4500,1175.8,1422.6
SM4,male,b,voiced,bilabial,a,4570,1172.6,913.8
SM3,male,b,voiced,bilabial,i,4010,1166.3,1562.2
SM5,male,b,voiced,bilabial,a,4740,1163.1,1020.3
SM1,male,b,voiced,bilabial,a,4460,1159.8,969.4
SM3,male,b,voiced,bilabial,i,4010,1155.1,1791.8
SM1,male,b,voiced,bilabial,a,4460,1130.9,938.6
SF2,female,b,voiced,bilabial,u,5520,1126.7,1250
SM1,male,b,voiced,bilabial,a,4460,1124.1,934.1
SM1,male,b,voiced,bilabial,a,4460,1124.1,974.1
SM2,male,b,voiced,bilabial,u,4010,1118.5,1060.5
SF3,female,b,voiced,bilabial,u,5130,1078,1384.1
SM3,male,b,voiced,bilabial,u,4000,1071.8,1260.7
SF5,female,b,voiced,bilabial,u,5830,1068.4,981.3
SM1,male,b,voiced,bilabial,a,4460,1063.8,905.7
SM2,male,b,voiced,bilabial,u,4010,1045.2,991.1
SF2,female,b,voiced,bilabial,u,5520,1043.8,1297.3
SF2,female,b,voiced,bilabial,u,5520,1036.9,821.5
SM1,male,b,voiced,bilabial,u,4000,1035.3,956.7
SM1,male,b,voiced,bilabial,u,4000,1035.3,962.4
SM2,male,b,voiced,bilabial,u,4010,1026.1,940.1
SM3,male,b,voiced,bilabial,u,4000,1005.3,1138.1
SM3,male,b,voiced,bilabial,u,4000,1004.1,894.7
SF4,female,b,voiced,bilabial,u,4500,1002.5,885.1
SM4,male,b,voiced,bilabial,u,4000,1001.7,1210.4
SM2,male,b,voiced,bilabial,u,4010,983.8,1162.8
SM4,male,b,voiced,bilabial,u,4000,978.1,939.4
SM1,male,b,voiced,bilabial,u,4000,973.9,928.3
SF3,female,b,voiced,bilabial,u,5130,968.4,1205.6
SM2,male,b,voiced,bilabial,u,4010,952,1169.8
SF4,female,b,voiced,bilabial,u,4500,949.8,1535.5
SF4,female,b,voiced,bilabial,u,4500,949.7,1167.3
SF4,female,b,voiced,bilabial,u,4500,947.3,881.3
SM4,male,b,voiced,bilabial,u,4000,945.8,827
SF2,female,b,voiced,bilabial,u,5520,944.8,814.5
SF5,female,b,voiced,bilabial,u,5830,942.9,961.1
SM4,male,b,voiced,bilabial,u,4000,941.2,900.2
SF4,female,b,voiced,bilabial,u,4500,940.6,938
SM4,male,b,voiced,bilabial,u,4000,940.5,1110.6
SF2,female,b,voiced,bilabial,u,5520,939.5,887.1
SM4,male,b,voiced,bilabial,u,4000,925.3,1106.9
SF5,female,b,voiced,bilabial,u,5830,924.7,1050
SF5,female,b,voiced,bilabial,u,5830,923,999.7
SF5,female,b,voiced,bilabial,u,5830,921.6,1180.6
SM1,male,b,voiced,bilabial,u,4000,921.5,1053.7
SM3,male,b,voiced,bilabial,u,4000,917.8,826.2
SM3,male,b,voiced,bilabial,u,4000,913.4,827.5
SM5,male,b,voiced,bilabial,u,4010,913.4,869.2
SM3,male,b,voiced,bilabial,u,4000,898.4,893.3
SF1,female,b,voiced,bilabial,u,5350,884.7,835.6
SM1,male,b,voiced,bilabial,u,4000,878.4,1012.5
SF5,female,b,voiced,bilabial,u,5830,872,929.8
SM2,male,b,voiced,bilabial,u,4010,870.2,1138.8
SF1,female,b,voiced,bilabial,u,5350,865.1,850
SF1,female,b,voiced,bilabial,u,5350,840,1121.3
SF1,female,b,voiced,bilabial,u,5350,837.7,1129.3
SM1,male,b,voiced,bilabial,u,4000,825.8,1082.8
SF1,female,b,voiced,bilabial,u,5350,812.3,901.3
SF1,female,b,voiced,bilabial,u,5350,801.6,714.7
SM5,male,b,voiced,bilabial,u,4010,784.7,742.3
SM5,male,b,voiced,bilabial,u,4010,774.1,723.2
SM5,male,b,voiced,bilabial,u,4010,752,707.6
SM5,male,b,voiced,bilabial,u,4010,732.6,848.2
SM3,male,b,voiced,bilabial,u,4000,725.8,1203.3
SM5,male,b,voiced,bilabial,u,4010,719.4,831.9
